1  1  1  1 2.4009
1  1  0  1 2.9700
1  1  0  0 3.6903
1  5  1  4 8.8580
1  5  1  3 8.4592
1  5  1  2 9.8632
1  5  1  1 10.9445
1  5  1  0 14.0094
1  5  0  4 10.9999
1  5  0  3 10.4976
1  5  0  2 12.2889
1  5  0  1 13.6658
1  5  0  0 17.5707
1  6  1  4 7.5640
1  6  1  3 9.1521
1  6  1  2 9.9353
1  6  1  1 9.4713
1  6  1  0 9.6060
1  6  0  4 9.3325
1  6  0  3 11.3601
1  6  0  2 12.3484
1  6  0  1 11.7507
1  6  0  0 11.9176
1  7  1  3 6.7205
1  7  1  2 7.7054
1  7  1  1 6.7549
1  7  1  0 6.9395
1  7  0  3 8.2619
1  7  0  2 9.5008
1  7  0  1 8.3030
1  7  0  0 8.5348
1  8  1  2 5.0328
1  8  1  1 5.1535
1  8  1  0 5.3456
1  8  0  2 6.1337
1  8  0  1 6.2871
1  8  0  0 6.5311
1  9  1  1 3.7349
1  9  1  0 4.1688
1  9  0  1 4.5139
1  9  0  0 5.0639
1  10  1  0 3.3100
1  10  0  0 4.0012
1  15  1  3 21.3071
1  15  1  2 25.1873
1  15  1  1 21.0937
1  15  1  0 21.6073
1  15  0  3 26.6356
1  15  0  2 31.6205
1  15  0  1 26.3663
1  15  0  0 27.0205
1  16  1  2 20.0861
1  16  1  1 19.1830
1  16  1  0 18.3853
1  16  0  2 25.0256
1  16  0  1 23.8794
1  16  0  0 22.8652
1  17  1  1 16.7981
1  17  1  0 15.7164
1  17  0  1 20.8121
1  17  0  0 19.4453
1  18  1  0 13.5186
1  18  0  0 16.6469
1  35  1  1 23.2363
1  35  1  0 21.4990
1  35  0  1 28.8892
1  35  0  0 26.6898
5  5  4  4 32.7912
5  5  4  3 31.2964
5  5  4  2 36.6167
5  5  4  1 40.7075
5  5  4  0 52.3084
5  5  3  3 29.8730
5  5  3  2 34.9309
5  5  3  1 38.8207
5  5  3  0 49.8510
5  5  2  2 40.9985
5  5  2  1 45.6562
5  5  2  0 58.8695
5  5  1  1 50.8983
5  5  1  0 65.7729
